,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93
211,0,1.000000,1.000000,1.000000,1.000000,0.999999,0.999964,0.999998,0.999968,0.999939,0.999918,0.999915,0.999910,0.999892,0.999851,0.999826,0.999792,0.999754,0.999719,0.999675,0.999635,0.999581,0.999531,0.999467,0.999390,0.999324,0.999253,0.999160,0.999091,0.998989,0.998895,0.998814,0.998689,0.998586,0.998483,0.998349,0.998162,0.998109,0.998002,0.997818,0.997681,0.997462,0.997405,0.997089,0.996987,0.996871,0.996681,0.996507,0.996171,0.996133,0.995606,0.995718,0.995496,0.995211,0.994971,0.994862,0.994415,0.994470,0.994116,0.993909,0.993464,0.993169,0.993088,0.992823,0.992877,0.992450,0.989419,0.991169,0.990172,0.989252,0.990057,0.990181,0.989698,0.985804,0.987734,0.988804,0.983841,0.985565,0.979754,0.981521,0.982268,0.984383,0.984508,0.982731,0.969274,0.975375,0.960690,0.971336,0.977186,0.909123,0.952628,0.998615,0.513353,0.556054
210,0,1.000000,1.000000,1.000000,1.000000,0.999999,0.999963,0.999998,0.999966,0.999936,0.999915,0.999912,0.999907,0.999888,0.999845,0.999819,0.999785,0.999745,0.999709,0.999664,0.999622,0.999567,0.999515,0.999449,0.999370,0.999302,0.999229,0.999134,0.999063,0.998958,0.998862,0.998779,0.998651,0.998546,0.998440,0.998303,0.998111,0.998058,0.997948,0.997760,0.997620,0.997396,0.997338,0.997015,0.996911,0.996793,0.996599,0.996421,0.996079,0.996040,0.995502,0.995617,0.995391,0.995100,0.994855,0.994745,0.994290,0.994346,0.993986,0.993775,0.993322,0.993022,0.992940,0.992671,0.992725,0.992291,0.989211,0.990989,0.989977,0.989045,0.989860,0.989987,0.989496,0.985544,0.987503,0.988588,0.983555,0.985303,0.979418,0.981207,0.981963,0.984107,0.984234,0.982434,0.968827,0.974990,0.960152,0.970897,0.976811,0.908289,0.951988,0.998572,0.513353,0.556054
209,0,1.000000,1.000000,1.000000,1.000000,0.999999,0.999961,0.999998,0.999965,0.999934,0.999911,0.999908,0.999903,0.999883,0.999839,0.999813,0.999777,0.999736,0.999699,0.999652,0.999609,0.999552,0.999498,0.999431,0.999349,0.999280,0.999205,0.999107,0.999034,0.998927,0.998828,0.998743,0.998611,0.998504,0.998396,0.998255,0.998059,0.998005,0.997892,0.997700,0.997557,0.997328,0.997269,0.996939,0.996833,0.996712,0.996515,0.996333,0.995984,0.995945,0.995397,0.995514,0.995283,0.994987,0.994737,0.994626,0.994162,0.994219,0.993852,0.993638,0.993177,0.992872,0.992788,0.992515,0.992570,0.992129,0.988999,0.990806,0.989777,0.988833,0.989660,0.989789,0.989290,0.985280,0.987267,0.988367,0.983265,0.985037,0.979077,0.980888,0.981653,0.983827,0.983955,0.982132,0.968373,0.974600,0.959608,0.970451,0.976431,0.907448,0.951340,0.998528,0.513353,0.556054
208,0,1.000000,1.000000,1.000000,1.000000,0.999999,0.999959,0.999998,0.999963,0.999931,0.999908,0.999904,0.999899,0.999879,0.999833,0.999805,0.999768,0.999726,0.999688,0.999640,0.999595,0.999536,0.999481,0.999412,0.999328,0.999256,0.999179,0.999079,0.999004,0.998894,0.998793,0.998706,0.998571,0.998461,0.998351,0.998207,0.998006,0.997950,0.997835,0.997638,0.997493,0.997259,0.997198,0.996862,0.996753,0.996630,0.996428,0.996243,0.995887,0.995847,0.995289,0.995408,0.995173,0.994871,0.994617,0.994503,0.994031,0.994089,0.993716,0.993498,0.993030,0.992719,0.992634,0.992356,0.992412,0.991964,0.988783,0.990619,0.989574,0.988617,0.989456,0.989587,0.989080,0.985011,0.987027,0.988143,0.982969,0.984767,0.978731,0.980563,0.981338,0.983541,0.983672,0.981825,0.967912,0.974204,0.959056,0.969999,0.976044,0.906600,0.950684,0.998483,0.513353,0.556054
207,0,1.000000,1.000000,1.000000,1.000000,0.999999,0.999957,0.999998,0.999961,0.999928,0.999904,0.999900,0.999895,0.999874,0.999827,0.999798,0.999760,0.999716,0.999676,0.999627,0.999581,0.999521,0.999464,0.999393,0.999307,0.999233,0.999153,0.999051,0.998974,0.998861,0.998757,0.998668,0.998530,0.998417,0.998304,0.998157,0.997951,0.997894,0.997776,0.997575,0.997426,0.997187,0.997126,0.996782,0.996671,0.996546,0.996340,0.996151,0.995788,0.995747,0.995178,0.995299,0.995060,0.994753,0.994494,0.994378,0.993897,0.993956,0.993577,0.993355,0.992878,0.992563,0.992476,0.992194,0.992250,0.991794,0.988562,0.990429,0.989366,0.988398,0.989247,0.989381,0.988866,0.984736,0.986783,0.987914,0.982668,0.984491,0.978379,0.980233,0.981017,0.983251,0.983383,0.981512,0.967445,0.973802,0.958497,0.969540,0.975651,0.905745,0.950020,0.998436,0.513353,0.556054
206,0,1.000000,1.000000,1.000000,1.000000,0.999999,0.999955,0.999998,0.999959,0.999925,0.999900,0.999896,0.999890,0.999869,0.999820,0.999790,0.999751,0.999706,0.999665,0.999614,0.999566,0.999504,0.999446,0.999373,0.999284,0.999208,0.999127,0.999021,0.998942,0.998826,0.998720,0.998629,0.998487,0.998372,0.998256,0.998105,0.997895,0.997836,0.997716,0.997511,0.997359,0.997114,0.997051,0.996701,0.996587,0.996459,0.996249,0.996057,0.995687,0.995645,0.995065,0.995188,0.994945,0.994631,0.994368,0.994250,0.993760,0.993821,0.993435,0.993209,0.992724,0.992403,0.992315,0.992028,0.992085,0.991622,0.988337,0.990234,0.989155,0.988174,0.989035,0.989172,0.988647,0.984457,0.986534,0.987680,0.982362,0.984211,0.978022,0.979897,0.980691,0.982956,0.983090,0.981195,0.966972,0.973393,0.957931,0.969074,0.975251,0.904883,0.949347,0.998388,0.513353,0.556054
205,0,1.000000,1.000000,1.000000,1.000000,0.999999,0.999953,0.999998,0.999957,0.999921,0.999896,0.999892,0.999886,0.999863,0.999813,0.999782,0.999741,0.999695,0.999653,0.999600,0.999551,0.999487,0.999427,0.999352,0.999261,0.999183,0.999099,0.998991,0.998910,0.998791,0.998682,0.998589,0.998443,0.998325,0.998206,0.998052,0.997837,0.997777,0.997654,0.997444,0.997289,0.997039,0.996975,0.996617,0.996501,0.996371,0.996156,0.995960,0.995583,0.995540,0.994949,0.995075,0.994827,0.994507,0.994239,0.994119,0.993620,0.993682,0.993289,0.993059,0.992567,0.992240,0.992150,0.991858,0.991917,0.991445,0.988108,0.990036,0.988939,0.987946,0.988819,0.988958,0.988425,0.984173,0.986281,0.987442,0.982051,0.983926,0.977658,0.979556,0.980360,0.982655,0.982791,0.980872,0.966492,0.972979,0.957358,0.968601,0.974845,0.904015,0.948666,0.998339,0.513353,0.556054
204,0,1.000000,1.000000,1.000000,1.000000,0.999998,0.999951,0.999997,0.999955,0.999918,0.999891,0.999887,0.999881,0.999858,0.999806,0.999774,0.999731,0.999684,0.999640,0.999586,0.999536,0.999470,0.999408,0.999331,0.999237,0.999156,0.999071,0.998960,0.998876,0.998754,0.998642,0.998547,0.998398,0.998277,0.998156,0.997998,0.997778,0.997717,0.997591,0.997376,0.997217,0.996962,0.996897,0.996531,0.996413,0.996280,0.996061,0.995861,0.995476,0.995432,0.994830,0.994959,0.994706,0.994381,0.994107,0.993985,0.993477,0.993541,0.993140,0.992907,0.992406,0.992074,0.991982,0.991685,0.991745,0.991265,0.987875,0.989833,0.988719,0.987713,0.988598,0.988740,0.988198,0.983884,0.986022,0.987200,0.981734,0.983635,0.977289,0.979209,0.980023,0.982349,0.982488,0.980543,0.966005,0.972558,0.956776,0.968121,0.974433,0.903139,0.947975,0.998287,0.513353,0.556054
203,0,1.000000,1.000000,1.000000,1.000000,0.999998,0.999949,0.999997,0.999953,0.999914,0.999887,0.999883,0.999876,0.999852,0.999798,0.999765,0.999721,0.999672,0.999627,0.999571,0.999519,0.999452,0.999388,0.999308,0.999212,0.999129,0.999041,0.998927,0.998842,0.998717,0.998602,0.998504,0.998352,0.998228,0.998103,0.997942,0.997717,0.997654,0.997525,0.997306,0.997144,0.996883,0.996816,0.996443,0.996323,0.996187,0.995964,0.995759,0.995367,0.995323,0.994709,0.994840,0.994582,0.994251,0.993972,0.993848,0.993331,0.993396,0.992989,0.992751,0.992241,0.991904,0.991810,0.991509,0.991569,0.991082,0.987637,0.989627,0.988495,0.987476,0.988373,0.988517,0.987967,0.983589,0.985759,0.986953,0.981412,0.983340,0.976914,0.978857,0.979680,0.982038,0.982179,0.980209,0.965512,0.972131,0.956188,0.967634,0.974014,0.902256,0.947277,0.998235,0.513353,0.556054
202,0,1.000000,1.000000,1.000000,1.000000,0.999998,0.999947,0.999997,0.999951,0.999910,0.999882,0.999878,0.999871,0.999846,0.999790,0.999756,0.999711,0.999660,0.999614,0.999556,0.999503,0.999433,0.999368,0.999286,0.999186,0.999102,0.999011,0.998894,0.998806,0.998678,0.998560,0.998460,0.998304,0.998177,0.998050,0.997884,0.997654,0.997590,0.997458,0.997234,0.997069,0.996802,0.996734,0.996353,0.996230,0.996091,0.995864,0.995655,0.995255,0.995210,0.994584,0.994718,0.994456,0.994118,0.993834,0.993708,0.993182,0.993248,0.992833,0.992592,0.992073,0.991730,0.991635,0.991329,0.991390,0.990894,0.987394,0.989416,0.988266,0.987235,0.988143,0.988291,0.987731,0.983290,0.985491,0.986701,0.981084,0.983039,0.976533,0.978498,0.979332,0.981722,0.981864,0.979870,0.965011,0.971697,0.955592,0.967140,0.973589,0.901366,0.946569,0.998180,0.513353,0.556054
201,0,1.000000,1.000000,1.000000,1.000000,0.999998,0.999944,0.999997,0.999949,0.999907,0.999877,0.999873,0.999866,0.999840,0.999782,0.999747,0.999700,0.999647,0.999600,0.999540,0.999485,0.999413,0.999346,0.999262,0.999160,0.999073,0.998980,0.998860,0.998770,0.998638,0.998518,0.998415,0.998255,0.998125,0.997994,0.997825,0.997589,0.997524,0.997390,0.997161,0.996991,0.996719,0.996650,0.996261,0.996135,0.995993,0.995761,0.995548,0.995141,0.995095,0.994457,0.994593,0.994326,0.993983,0.993693,0.993565,0.993029,0.993096,0.992675,0.992429,0.991901,0.991553,0.991456,0.991145,0.991207,0.990703,0.987146,0.989202,0.988033,0.986989,0.987909,0.988059,0.987491,0.982985,0.985218,0.986445,0.980751,0.982733,0.976145,0.978134,0.978978,0.981400,0.981545,0.979525,0.964504,0.971257,0.954988,0.966639,0.973157,0.900468,0.945852,0.998124,0.513353,0.556054
200,0,1.000000,1.000000,1.000000,1.000000,0.999998,0.999942,0.999997,0.999946,0.999902,0.999872,0.999868,0.999860,0.999834,0.999773,0.999737,0.999689,0.999635,0.999585,0.999524,0.999467,0.999393,0.999324,0.999237,0.999133,0.999043,0.998948,0.998824,0.998732,0.998597,0.998473,0.998368,0.998204,0.998071,0.997937,0.997764,0.997523,0.997457,0.997319,0.997085,0.996912,0.996634,0.996563,0.996166,0.996038,0.995893,0.995656,0.995439,0.995024,0.994977,0.994327,0.994466,0.994194,0.993844,0.993548,0.993418,0.992873,0.992942,0.992513,0.992263,0.991726,0.991371,0.991273,0.990957,0.991020,0.990507,0.986894,0.988982,0.987795,0.986738,0.987671,0.987824,0.987246,0.982674,0.984940,0.986183,0.980412,0.982421,0.975752,0.977764,0.978617,0.981073,0.981219,0.979174,0.963989,0.970810,0.954376,0.966130,0.972718,0.899563,0.945126,0.998067,0.513353,0.556054
199,0,1.000000,1.000000,1.000000,1.000000,0.999998,0.999939,0.999997,0.999944,0.999898,0.999866,0.999862,0.999854,0.999827,0.999765,0.999727,0.999677,0.999621,0.999570,0.999507,0.999449,0.999373,0.999302,0.999212,0.999105,0.999012,0.998914,0.998788,0.998693,0.998555,0.998428,0.998320,0.998152,0.998016,0.997879,0.997702,0.997455,0.997387,0.997246,0.997007,0.996831,0.996546,0.996474,0.996069,0.995938,0.995790,0.995549,0.995327,0.994904,0.994856,0.994194,0.994335,0.994059,0.993702,0.993401,0.993269,0.992713,0.992784,0.992347,0.992093,0.991547,0.991186,0.991086,0.990765,0.990829,0.990308,0.986637,0.988759,0.987553,0.986482,0.987428,0.987584,0.986996,0.982358,0.984657,0.985917,0.980067,0.982104,0.975352,0.977387,0.978251,0.980740,0.980888,0.978817,0.963467,0.970357,0.953756,0.965614,0.972271,0.898652,0.944391,0.998007,0.513353,0.556054
198,0,1.000000,1.000000,1.000000,1.000000,0.999998,0.999936,0.999996,0.999941,0.999894,0.999861,0.999856,0.999848,0.999820,0.999755,0.999717,0.999665,0.999607,0.999555,0.999490,0.999430,0.999351,0.999278,0.999186,0.999076,0.998981,0.998880,0.998750,0.998653,0.998511,0.998381,0.998271,0.998099,0.997959,0.997819,0.997638,0.997385,0.997316,0.997172,0.996927,0.996747,0.996457,0.996383,0.995969,0.995836,0.995685,0.995439,0.995213,0.994781,0.994732,0.994058,0.994202,0.993920,0.993556,0.993250,0.993116,0.992550,0.992622,0.992178,0.991919,0.991364,0.990997,0.990895,0.990569,0.990634,0.990104,0.986375,0.988531,0.987306,0.986222,0.987180,0.987339,0.986741,0.982036,0.984369,0.985646,0.979716,0.981782,0.974945,0.977004,0.977879,0.980401,0.980552,0.978454,0.962938,0.969896,0.953129,0.965090,0.971818,0.897732,0.943647,0.997946,0.513353,0.556054
197,0,1.000000,1.000000,1.000000,1.000000,0.999998,0.999933,0.999996,0.999939,0.999889,0.999855,0.999850,0.999842,0.999813,0.999746,0.999706,0.999653,0.999593,0.999539,0.999471,0.999410,0.999329,0.999254,0.999159,0.999046,0.998948,0.998845,0.998711,0.998612,0.998466,0.998333,0.998220,0.998044,0.997901,0.997757,0.997572,0.997313,0.997242,0.997095,0.996846,0.996661,0.996364,0.996289,0.995867,0.995731,0.995577,0.995326,0.995095,0.994655,0.994606,0.993918,0.994065,0.993778,0.993408,0.993095,0.992959,0.992383,0.992457,0.992004,0.991742,0.991177,0.990804,0.990700,0.990369,0.990435,0.989896,0.986108,0.988298,0.987054,0.985957,0.986927,0.987089,0.986482,0.981709,0.984075,0.985369,0.979359,0.981453,0.974532,0.976615,0.977500,0.980056,0.980209,0.978085,0.962402,0.969429,0.952493,0.964559,0.971358,0.896806,0.942894,0.997882,0.513353,0.556054
196,0,1.000000,1.000000,1.000000,1.000000,0.999997,0.999930,0.999996,0.999936,0.999884,0.999849,0.999844,0.999836,0.999805,0.999736,0.999695,0.999640,0.999578,0.999522,0.999453,0.999389,0.999306,0.999229,0.999131,0.999015,0.998914,0.998808,0.998671,0.998569,0.998420,0.998283,0.998168,0.997987,0.997841,0.997694,0.997504,0.997240,0.997167,0.997016,0.996761,0.996573,0.996270,0.996193,0.995763,0.995623,0.995467,0.995210,0.994975,0.994526,0.994476,0.993775,0.993925,0.993633,0.993256,0.992937,0.992799,0.992212,0.992288,0.991828,0.991560,0.990987,0.990607,0.990501,0.990165,0.990232,0.989684,0.985835,0.988061,0.986797,0.985686,0.986670,0.986835,0.986218,0.981375,0.983776,0.985087,0.978996,0.981119,0.974113,0.976220,0.977115,0.979706,0.979861,0.977710,0.961858,0.968955,0.951849,0.964019,0.970890,0.895871,0.942131,0.997817,0.513353,0.556054
195,0,1.000000,1.000000,1.000000,1.000000,0.999997,0.999927,0.999996,0.999933,0.999879,0.999842,0.999838,0.999829,0.999797,0.999726,0.999683,0.999626,0.999562,0.999505,0.999433,0.999368,0.999282,0.999203,0.999103,0.998983,0.998880,0.998771,0.998630,0.998525,0.998372,0.998232,0.998114,0.997929,0.997779,0.997628,0.997434,0.997164,0.997090,0.996936,0.996675,0.996483,0.996173,0.996095,0.995655,0.995513,0.995353,0.995092,0.994852,0.994395,0.994343,0.993629,0.993782,0.993485,0.993100,0.992776,0.992635,0.992038,0.992115,0.991647,0.991375,0.990792,0.990406,0.990298,0.989956,0.990025,0.989468,0.985558,0.987819,0.986535,0.985411,0.986407,0.986575,0.985948,0.981036,0.983471,0.984800,0.978626,0.980779,0.973687,0.975818,0.976724,0.979349,0.979506,0.977328,0.961307,0.968473,0.951197,0.963472,0.970415,0.894930,0.941358,0.997750,0.513353,0.556054
194,0,1.000000,1.000000,1.000000,1.000000,0.999997,0.999924,0.999995,0.999929,0.999874,0.999836,0.999831,0.999822,0.999789,0.999715,0.999671,0.999612,0.999546,0.999487,0.999413,0.999346,0.999258,0.999176,0.999073,0.998950,0.998844,0.998732,0.998587,0.998480,0.998323,0.998180,0.998058,0.997869,0.997715,0.997561,0.997363,0.997086,0.997010,0.996853,0.996587,0.996390,0.996074,0.995994,0.995545,0.995400,0.995237,0.994970,0.994726,0.994260,0.994207,0.993480,0.993635,0.993333,0.992941,0.992611,0.992468,0.991860,0.991939,0.991462,0.991186,0.990593,0.990201,0.990091,0.989743,0.989813,0.989247,0.985275,0.987572,0.986268,0.985130,0.986139,0.986311,0.985673,0.980690,0.983161,0.984507,0.978250,0.980433,0.973254,0.975409,0.976326,0.978986,0.979146,0.976940,0.960747,0.967985,0.950536,0.962917,0.969933,0.893981,0.940576,0.997681,0.513353,0.556054
193,0,1.000000,1.000000,1.000000,1.000000,0.999997,0.999920,0.999995,0.999926,0.999868,0.999829,0.999824,0.999815,0.999781,0.999704,0.999658,0.999598,0.999529,0.999468,0.999392,0.999323,0.999233,0.999148,0.999042,0.998916,0.998807,0.998692,0.998543,0.998433,0.998272,0.998125,0.998001,0.997807,0.997650,0.997492,0.997289,0.997006,0.996929,0.996768,0.996496,0.996295,0.995972,0.995890,0.995432,0.995284,0.995118,0.994846,0.994597,0.994121,0.994068,0.993327,0.993486,0.993177,0.992778,0.992442,0.992296,0.991677,0.991758,0.991273,0.990993,0.990389,0.989991,0.989879,0.989526,0.989597,0.989021,0.984986,0.987321,0.985995,0.984844,0.985867,0.986041,0.985393,0.980339,0.982845,0.984209,0.977868,0.980081,0.972814,0.974994,0.975921,0.978617,0.978779,0.976546,0.960181,0.967489,0.949867,0.962354,0.969442,0.893024,0.939784,0.997609,0.513353,0.556054
192,0,1.000000,1.000000,1.000000,1.000000,0.999997,0.999916,0.999995,0.999923,0.999863,0.999822,0.999817,0.999807,0.999772,0.999692,0.999645,0.999582,0.999512,0.999449,0.999371,0.999299,0.999206,0.999119,0.999011,0.998880,0.998769,0.998650,0.998498,0.998385,0.998220,0.998070,0.997942,0.997744,0.997583,0.997421,0.997213,0.996924,0.996845,0.996680,0.996402,0.996198,0.995867,0.995784,0.995317,0.995166,0.994996,0.994718,0.994464,0.993980,0.993925,0.993171,0.993332,0.993018,0.992612,0.992269,0.992121,0.991491,0.991574,0.991081,0.990795,0.990181,0.989776,0.989663,0.989304,0.989376,0.988791,0.984692,0.987064,0.985718,0.984553,0.985588,0.985766,0.985108,0.979981,0.982523,0.983906,0.977479,0.979722,0.972366,0.974572,0.975510,0.978242,0.978406,0.976145,0.959606,0.966985,0.949189,0.961782,0.968944,0.892060,0.938982,0.997536,0.513353,0.556054
191,0,1.000000,1.000000,1.000000,1.000000,0.999997,0.999913,0.999995,0.999919,0.999857,0.999814,0.999809,0.999799,0.999763,0.999680,0.999632,0.999567,0.999494,0.999429,0.999349,0.999275,0.999179,0.999090,0.998978,0.998844,0.998729,0.998608,0.998452,0.998336,0.998167,0.998012,0.997882,0.997678,0.997513,0.997348,0.997135,0.996839,0.996758,0.996590,0.996306,0.996098,0.995760,0.995675,0.995198,0.995044,0.994871,0.994588,0.994329,0.993835,0.993779,0.993010,0.993175,0.992855,0.992442,0.992092,0.991942,0.991301,0.991385,0.990883,0.990593,0.989969,0.989557,0.989442,0.989078,0.989151,0.988555,0.984393,0.986802,0.985435,0.984256,0.985305,0.985486,0.984817,0.979617,0.982195,0.983596,0.977084,0.979358,0.971912,0.974142,0.975092,0.977860,0.978027,0.975738,0.959024,0.966475,0.948503,0.961202,0.968439,0.891088,0.938170,0.997460,0.513353,0.556054
190,0,1.000000,1.000000,1.000000,1.000000,0.999996,0.999909,0.999994,0.999915,0.999850,0.999806,0.999801,0.999791,0.999753,0.999668,0.999618,0.999551,0.999476,0.999409,0.999326,0.999250,0.999151,0.999059,0.998944,0.998806,0.998688,0.998564,0.998404,0.998285,0.998111,0.997953,0.997819,0.997611,0.997442,0.997273,0.997055,0.996753,0.996670,0.996498,0.996208,0.995995,0.995650,0.995563,0.995077,0.994919,0.994743,0.994454,0.994190,0.993686,0.993630,0.992847,0.993014,0.992689,0.992268,0.991912,0.991759,0.991106,0.991192,0.990682,0.990387,0.989753,0.989334,0.989216,0.988846,0.988920,0.988315,0.984087,0.986535,0.985146,0.983954,0.985016,0.985201,0.984521,0.979246,0.981862,0.983281,0.976682,0.978986,0.971451,0.973706,0.974666,0.977472,0.977641,0.975323,0.958433,0.965956,0.947808,0.960614,0.967925,0.890109,0.937348,0.997382,0.513353,0.556054
189,0,1.000000,1.000000,1.000000,1.000000,0.999996,0.999904,0.999994,0.999911,0.999844,0.999798,0.999793,0.999782,0.999743,0.999655,0.999603,0.999534,0.999456,0.999387,0.999302,0.999224,0.999122,0.999028,0.998909,0.998768,0.998646,0.998518,0.998354,0.998232,0.998054,0.997892,0.997755,0.997542,0.997369,0.997195,0.996973,0.996663,0.996579,0.996403,0.996107,0.995889,0.995537,0.995448,0.994952,0.994791,0.994611,0.994317,0.994047,0.993534,0.993477,0.992679,0.992850,0.992519,0.992089,0.991727,0.991572,0.990907,0.990995,0.990476,0.990176,0.989531,0.989106,0.988986,0.988610,0.988685,0.988070,0.983776,0.986262,0.984852,0.983645,0.984721,0.984909,0.984218,0.978869,0.981522,0.982959,0.976272,0.978609,0.970982,0.973263,0.974234,0.977077,0.977248,0.974902,0.957834,0.965430,0.947104,0.960017,0.967403,0.889121,0.936516,0.997301,0.513353,0.556054
188,0,1.000000,1.000000,1.000000,1.000000,0.999996,0.999900,0.999994,0.999907,0.999837,0.999790,0.999784,0.999773,0.999733,0.999642,0.999588,0.999516,0.999436,0.999365,0.999277,0.999197,0.999092,0.998995,0.998873,0.998728,0.998603,0.998472,0.998303,0.998178,0.997996,0.997829,0.997689,0.997471,0.997294,0.997116,0.996889,0.996572,0.996486,0.996306,0.996003,0.995781,0.995421,0.995331,0.994824,0.994660,0.994477,0.994176,0.993902,0.993379,0.993320,0.992507,0.992681,0.992344,0.991907,0.991538,0.991381,0.990704,0.990794,0.990266,0.989961,0.989305,0.988873,0.988751,0.988369,0.988445,0.987820,0.983459,0.985984,0.984552,0.983331,0.984421,0.984613,0.983910,0.978484,0.981176,0.982632,0.975856,0.978224,0.970506,0.972812,0.973795,0.976675,0.976849,0.974474,0.957227,0.964896,0.946391,0.959412,0.966873,0.888126,0.935674,0.997218,0.513353,0.556054
187,0,1.000000,1.000000,1.000000,1.000000,0.999996,0.999895,0.999993,0.999903,0.999830,0.999781,0.999775,0.999764,0.999722,0.999628,0.999572,0.999498,0.999416,0.999342,0.999251,0.999169,0.999061,0.998961,0.998836,0.998686,0.998558,0.998423,0.998250,0.998122,0.997935,0.997765,0.997621,0.997398,0.997216,0.997034,0.996802,0.996478,0.996390,0.996206,0.995897,0.995670,0.995302,0.995210,0.994693,0.994526,0.994339,0.994032,0.993752,0.993220,0.993160,0.992332,0.992509,0.992166,0.991721,0.991345,0.991185,0.990496,0.990588,0.990051,0.989741,0.989074,0.988635,0.988511,0.988123,0.988200,0.987565,0.983135,0.985701,0.984246,0.983011,0.984115,0.984310,0.983597,0.978094,0.980823,0.982298,0.975433,0.977833,0.970022,0.972354,0.973348,0.976266,0.976443,0.974039,0.956612,0.964354,0.945669,0.958797,0.966335,0.887124,0.934821,0.997133,0.513353,0.556054
186,0,1.000000,1.000000,1.000000,1.000000,0.999995,0.999891,0.999993,0.999898,0.999822,0.999772,0.999766,0.999754,0.999711,0.999613,0.999556,0.999479,0.999394,0.999318,0.999225,0.999140,0.999029,0.998926,0.998797,0.998644,0.998512,0.998374,0.998196,0.998064,0.997873,0.997698,0.997551,0.997322,0.997137,0.996950,0.996713,0.996381,0.996291,0.996103,0.995788,0.995556,0.995180,0.995086,0.994559,0.994388,0.994197,0.993885,0.993599,0.993056,0.992996,0.992152,0.992333,0.991984,0.991530,0.991147,0.990985,0.990284,0.990378,0.989831,0.989516,0.988839,0.988392,0.988265,0.987872,0.987950,0.987305,0.982806,0.985412,0.983934,0.982685,0.983802,0.984002,0.983277,0.977696,0.980464,0.981958,0.975003,0.977435,0.969531,0.971889,0.972894,0.975851,0.976030,0.973596,0.955988,0.963803,0.944938,0.958174,0.965788,0.886113,0.933958,0.997044,0.513353,0.556054
185,0,1.000000,1.000000,1.000000,1.000000,0.999995,0.999886,0.999992,0.999893,0.999815,0.999762,0.999756,0.999744,0.999699,0.999598,0.999539,0.999460,0.999372,0.999294,0.999197,0.999110,0.998996,0.998890,0.998758,0.998600,0.998465,0.998322,0.998140,0.998005,0.997809,0.997630,0.997479,0.997245,0.997055,0.996864,0.996621,0.996282,0.996190,0.995998,0.995675,0.995439,0.995055,0.994959,0.994422,0.994247,0.994052,0.993734,0.993443,0.992889,0.992828,0.991968,0.992153,0.991797,0.991335,0.990945,0.990780,0.990067,0.990163,0.989607,0.989287,0.988598,0.988143,0.988015,0.987615,0.987695,0.987039,0.982470,0.985117,0.983617,0.982353,0.983484,0.983687,0.982951,0.977291,0.980098,0.981612,0.974565,0.977031,0.969031,0.971416,0.972433,0.975428,0.975610,0.973146,0.955356,0.963245,0.944197,0.957542,0.965232,0.885095,0.933084,0.996953,0.513353,0.556054
184,0,1.000000,1.000000,1.000000,1.000000,0.999995,0.999880,0.999992,0.999888,0.999806,0.999752,0.999746,0.999734,0.999687,0.999583,0.999521,0.999440,0.999349,0.999268,0.999169,0.999079,0.998961,0.998853,0.998716,0.998554,0.998415,0.998269,0.998082,0.997944,0.997743,0.997559,0.997405,0.997165,0.996971,0.996775,0.996527,0.996180,0.996086,0.995890,0.995560,0.995319,0.994927,0.994829,0.994280,0.994103,0.993904,0.993579,0.993282,0.992718,0.992655,0.991780,0.991968,0.991606,0.991136,0.990739,0.990571,0.989845,0.989943,0.989378,0.989052,0.988352,0.987890,0.987759,0.987353,0.987434,0.986767,0.982128,0.984816,0.983293,0.982015,0.983160,0.983367,0.982618,0.976879,0.979726,0.981259,0.974119,0.976619,0.968524,0.970935,0.971964,0.974998,0.975183,0.972689,0.954715,0.962679,0.943448,0.956901,0.964668,0.884068,0.932199,0.996860,0.513353,0.556054
183,0,1.000000,1.000000,1.000000,1.000000,0.999994,0.999875,0.999991,0.999883,0.999798,0.999742,0.999736,0.999723,0.999674,0.999566,0.999503,0.999419,0.999325,0.999242,0.999139,0.999047,0.998926,0.998814,0.998674,0.998508,0.998365,0.998215,0.998023,0.997881,0.997675,0.997487,0.997329,0.997083,0.996884,0.996684,0.996430,0.996075,0.995979,0.995779,0.995442,0.995196,0.994795,0.994696,0.994136,0.993955,0.993752,0.993420,0.993118,0.992543,0.992479,0.991588,0.991779,0.991411,0.990932,0.990527,0.990357,0.989618,0.989718,0.989143,0.988813,0.988101,0.987631,0.987498,0.987086,0.987168,0.986490,0.981779,0.984509,0.982962,0.981670,0.982830,0.983040,0.982280,0.976460,0.979347,0.980900,0.973666,0.976199,0.968009,0.970446,0.971487,0.974561,0.974748,0.972224,0.954065,0.962104,0.942689,0.956250,0.964095,0.883034,0.931304,0.996763,0.513353,0.556054
